# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.lang.ServiceLoaderFuncTest, method: void testLoadNonExistingImplementation()
	Called from: com.helger.commons.lang.ServiceLoaderFuncTest, method: void testLoadEmptyService()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testCtor()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.iterate.CombinedIteratorTest, method: void testAll()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Array()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Array()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Iterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Iterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Iterable()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIterator_Iterable()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetReverseIterator()
	Called from: com.helger.commons.collection.map.LRUSetTest, method: void testLRUCache()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: com.helger.commons.collection.impl.ICommonsList getExploded(java.lang.String,java.lang.String)
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetExplodedToList()
Helper Method Class: com.helger.commons.system.EProcessorArchitecture, Helper Method name: int getBytes()
	Called from: com.helger.commons.system.EProcessorArchitectureTest, method: void testAll()
	Called from: com.helger.commons.system.EProcessorArchitectureTest, method: void testAll()
Helper Method Class: com.helger.commons.collection.map.AbstractSoftMap$SoftEntrySet, Helper Method name: int size()
	Called from: com.helger.commons.collection.map.SoftLinkedHashMapTest, method: void testEntrySetToArray()
	Called from: com.helger.commons.collection.map.SoftLinkedHashMapTest, method: void testBasic()
	Called from: com.helger.commons.collection.map.SoftHashMapTest, method: void testEntrySetToArray()
	Called from: com.helger.commons.collection.map.SoftHashMapTest, method: void testGarbageCollect()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: boolean containsAny(java.lang.CharSequence,com.helger.commons.functional.ICharPredicate)
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneCharSequence()
Helper Method Class: com.helger.commons.io.file.IFileFilter$existsDir__250, Helper Method name: boolean test(java.lang.Object)
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testAll()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNegate()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testIsNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testIsNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testIsNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNotNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNotNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNotNull()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNone()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNone()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testNone()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testAll()
	Called from: com.helger.commons.functional.IPredicateFuncTest, method: void testAll()
Helper Method Class: com.helger.commons.io.resourceprovider.WritableResourceProviderChain, Helper Method name: boolean supportsWriting(java.lang.String)
	Called from: com.helger.commons.io.resourceprovider.DefaultResourceProviderTest, method: void testNoPrefix()
	Called from: com.helger.commons.io.resourceprovider.DefaultResourceProviderTest, method: void testNoPrefix()
	Called from: com.helger.commons.io.resourceprovider.DefaultResourceProviderTest, method: void testNoPrefix()
	Called from: com.helger.commons.io.resourceprovider.DefaultResourceProviderTest, method: void testNoPrefix()
	Called from: com.helger.commons.io.resourceprovider.DefaultResourceProviderTest, method: void testNoPrefix()
Helper Method Class: com.helger.commons.string.StringParser, Helper Method name: double parseDouble(java.lang.String,double)
	Called from: com.helger.commons.string.StringParserTest, method: void testParseDouble()
	Called from: com.helger.commons.string.StringParserTest, method: void testParseDouble()
	Called from: com.helger.commons.string.StringParserTest, method: void testParseDouble()
	Called from: com.helger.commons.string.StringParserTest, method: void testParseDouble()
	Called from: com.helger.commons.string.StringParserTest, method: void testParseDouble()
Helper Method Class: com.helger.commons.regex.RegExHelper, Helper Method name: java.lang.String[] getAllMatchingGroupValues(java.lang.String,java.lang.String)
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testGetAllMatchingGroupValues()
Helper Method Class: com.helger.commons.io.file.PathOperations, Helper Method name: com.helger.commons.io.file.FileIOError deleteDirRecursive(java.nio.file.Path)
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testDeleteDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.PathOperationsTest, method: void testCreateDirRecursive()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String trimEnd(java.lang.String,int)
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testTrimEndInt()
Helper Method Class: com.helger.commons.text.util.ABNF, Helper Method name: boolean isChar(int)
	Called from: com.helger.commons.text.util.ABNFTest, method: void testIsChar()
	Called from: com.helger.commons.text.util.ABNFTest, method: void testIsChar()
Helper Method Class: com.helger.commons.statistics.StatisticsManager, Helper Method name: com.helger.commons.statistics.IMutableStatisticsHandlerCache getCacheHandler(java.lang.String)
	Called from: com.helger.commons.statistics.StatisticsManagerTest, method: void testCacheHandler()
	Called from: com.helger.commons.statistics.StatisticsManagerTest, method: void testCacheHandler()
Helper Method Class: com.helger.commons.locale.language.LanguageCache, Helper Method name: boolean containsLanguage(java.util.Locale)
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testGetLanguage()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testContainsLanguageByLocale()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testContainsLanguageByLocale()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testGetLanguage()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: boolean containsAnyNullElement(java.lang.Object[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testContainsNullElement()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: boolean[] getConcatenated(boolean[],boolean[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: boolean containsOnly(java.lang.Iterable,java.util.function.Predicate)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testContainsOnly()
Helper Method Class: com.helger.commons.collection.IteratorHelper, Helper Method name: com.helger.commons.collection.iterate.IIterableIterator getIterator(java.util.Enumeration)
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIteratorFromEnumeration()
	Called from: com.helger.commons.collection.IteratorHelperTest, method: void testGetIteratorFromEnumeration()
Helper Method Class: com.helger.commons.datetime.PDTFactory, Helper Method name: java.time.LocalDateTime getCurrentLocalDateTimeMillisOnly()
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCurrent()
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCreateLocalDate()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: boolean containsAny(java.lang.String,com.helger.commons.functional.ICharPredicate)
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testContainsAnyOnlyNoneString()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String getImplodedNonEmpty(java.lang.String,java.lang.Iterable)
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetImplodedNonEmptyIterable()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetImplodedNonEmptyIterable()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetImplodedNonEmptyIterable()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetImplodedNonEmptyIterable()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: java.lang.Object[] getAllExceptFirst(java.lang.Object[],int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String getWithoutAnySpaces(java.lang.String)
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetWithoutWhiteSpaces()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: boolean endsWithAny(java.lang.CharSequence,char[])
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
Helper Method Class: com.helger.commons.hierarchy.MockChildrenProvider, Helper Method name: boolean hasChildren(java.lang.Object)
	Called from: com.helger.commons.hierarchy.IChildrenProviderTest, method: void testAll()
	Called from: com.helger.commons.hierarchy.IChildrenProviderTest, method: void testAll()
	Called from: com.helger.commons.hierarchy.IChildrenProviderTest, method: void testAll()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: int[] getAllExceptLast(int[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
Helper Method Class: com.helger.commons.io.stream.NonBlockingStringWriter, Helper Method name: java.lang.String getAsString()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void correctlyParseNullString()
	Called from: com.helger.commons.io.stream.StreamHelperTest, method: void testCopyReaderToWriterWithLimit()
	Called from: com.helger.commons.io.stream.StreamHelperTest, method: void testCopyReaderToWriterWithLimit()
	Called from: com.helger.commons.io.stream.StreamHelperTest, method: void testCopyReaderToWriterWithLimit()
	Called from: com.helger.commons.io.stream.StreamHelperTest, method: void testCopyReaderToWriterWithLimit()
	Called from: com.helger.commons.io.stream.StreamHelperTest, method: void testCopyReaderToWriter()
	Called from: com.helger.commons.io.stream.NonBlockingStringWriterTest, method: void testAll()
	Called from: com.helger.commons.io.stream.NonBlockingStringWriterTest, method: void testAll()
	Called from: com.helger.commons.io.stream.NonBlockingStringWriterTest, method: void testAll()
	Called from: com.helger.commons.io.stream.WrappedWriterTest, method: void testAll()
	Called from: com.helger.commons.io.stream.WrappedWriterTest, method: void testAll()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.string.StringHelperTest, method: void testReplaceMultipleTo()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void writeThenReadTwiceMixedUnicode()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void writeThenReadTwiceUnicode()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void writeThenReadTwiceAscii()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void writeThenReadAscii()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void runASCIIThroughCSVWriter()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void runUniCodeThroughCSVWriter()
	Called from: com.helger.commons.csv.UnicodeFuncTest, method: void writerTest()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testApplyQuotesToAll()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testApplyQuotesToAll()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testAvoidFinalLineEnd()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testAvoidFinalLineEnd()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testAvoidFinalLineEnd()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testAlternateLineFeeds()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testNoQuotingNoEscaping()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testAlternateEscapeChar()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testNullValues()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testIntelligentQuotes()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testNoQuoteCharsAndNoEscapeChars()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testNoQuoteChars()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testWriteAllObjects()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testWriteAll()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void correctlyParserNullObject()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void correctlyParserNullObject()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void correctlyParseNullString()
Helper Method Class: com.helger.commons.lang.ClassHelper, Helper Method name: boolean isStringClass(java.lang.Class)
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testIsStringClass()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testIsStringClass()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testIsStringClass()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testIsStringClass()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testIsStringClass()
Helper Method Class: com.helger.commons.math.MathHelper, Helper Method name: long getLongDividedFloor(long,long)
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: java.lang.Object[] getCopy(java.lang.Object[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
Helper Method Class: com.helger.commons.lang.BooleanHelper, Helper Method name: boolean getBooleanValue(java.lang.Boolean,boolean)
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
	Called from: com.helger.commons.lang.BooleanHelperTest, method: void testGetBooleanValue()
Helper Method Class: com.helger.commons.io.file.FileOperationManager, Helper Method name: com.helger.commons.io.file.FileIOError createDirIfNotExisting(java.io.File)
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
Helper Method Class: com.helger.commons.dimension.SizeDouble, Helper Method name: double getWidth()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testCtor()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetScaled()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetScaled()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetScaled()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetScaled()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetBestMatchingSize()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetBestMatchingSize()
	Called from: com.helger.commons.dimension.SizeDoubleTest, method: void testGetBestMatchingSize()
Helper Method Class: com.helger.commons.locale.LocaleCache, Helper Method name: java.util.Locale getLocale(java.lang.String,java.lang.String,java.lang.String)
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testGetCountry()
	Called from: com.helger.commons.locale.LocaleCacheTest, method: void testGet()
	Called from: com.helger.commons.locale.LocaleCacheTest, method: void testGet()
	Called from: com.helger.commons.locale.LocaleCacheTest, method: void testGet()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testGetLanguage()
